"A-1 NUMBER OF VILLAGES, TOWNS, HOUSEHOLDS, POPULATION AND AREA",,,,,,,,,,,,,,
"State  Code","District Code","Sub District Code","India/ State/ Union Territory/ District/ Sub-district",Name,"Total/
Rural/
Urban","Number of villages",,"Number of towns","Number of households",Population,,,"Area
 (In sq. km)","Population per sq. km."
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,
09,171,00000,DISTRICT,Chitrakoot,Total,562,94,4,168232,991730,527721,464009,3216,308
09,171,00000,DISTRICT,Chitrakoot,Rural,562,94,0,151278,895398,476794,418604,3187.23,281
09,171,00000,DISTRICT,Chitrakoot,Urban,0,0,4,16954,96332,50927,45405,28.77,3348
09,171,00875,SUB-DISTRICT,Karwi,Total,387,54,3,121398,709972,378603,331369,2389.6361881256271,297
09,171,00875,SUB-DISTRICT,Karwi,Rural,387,54,0,106671,627079,334804,292275,2368.8661881256271,265
09,171,00875,SUB-DISTRICT,Karwi,Urban,0,0,3,14727,82893,43799,39094,20.77,3991
09,171,00876,SUB-DISTRICT,Mau,Total,175,40,1,46834,281758,149118,132640,826.36840983106481,341
09,171,00876,SUB-DISTRICT,Mau,Rural,175,40,0,44607,268319,141990,126329,818.36840983106481,328
09,171,00876,SUB-DISTRICT,Mau,Urban,0,0,1,2227,13439,7128,6311,8,1680
09,172,00000,DISTRICT,Fatehpur,Total,1352,163,7,472238,2632733,1384722,1248011,4152,634
09,172,00000,DISTRICT,Fatehpur,Rural,1352,163,0,414578,2310740,1215690,1095050,4064.99,568
09,172,00000,DISTRICT,Fatehpur,Urban,0,0,7,57660,321993,169032,152961,87.01,3701
09,172,00877,SUB-DISTRICT,Bindki,Total,395,29,2,137697,749645,395334,354311,1289.0649422429442,582
09,172,00877,SUB-DISTRICT,Bindki,Rural,395,29,0,126398,686360,361874,324486,1282.0349422429442,535
09,172,00877,SUB-DISTRICT,Bindki,Urban,0,0,2,11299,63285,33460,29825,7.03,9002
09,172,00878,SUB-DISTRICT,Fatehpur,Total,476,52,2,196757,1096453,577673,518780,1632.1726975930003,672
09,172,00878,SUB-DISTRICT,Fatehpur,Rural,476,52,0,160056,892229,470613,421616,1573.1926975930003,567
09,172,00878,SUB-DISTRICT,Fatehpur,Urban,0,0,2,36701,204224,107060,97164,58.98,3463
09,172,00879,SUB-DISTRICT,"Khaga ",Total,481,82,3,137784,786635,411715,374920,1230.759387315394,639
09,172,00879,SUB-DISTRICT,"Khaga ",Rural,481,82,0,128124,732151,383203,348948,1209.759387315394,605
09,172,00879,SUB-DISTRICT,"Khaga ",Urban,0,0,3,9660,54484,28512,25972,21,2594
09,173,00000,DISTRICT,Pratapgarh,Total,2183,34,9,533546,3209141,1606085,1603056,3717,863
09,173,00000,DISTRICT,Pratapgarh,Rural,2183,34,0,505129,3033899,1515583,1518316,3669.13,827
09,173,00000,DISTRICT,Pratapgarh,Urban,0,0,9,28417,175242,90502,84740,47.87,3661
09,173,00880,SUB-DISTRICT,"Lalganj ",Total,442,4,0,106274,610526,303372,307154,818.17355282259007,746
09,173,00880,SUB-DISTRICT,"Lalganj ",Rural,442,4,0,106274,610526,303372,307154,818.17355282259007,746
09,173,00880,SUB-DISTRICT,"Lalganj ",Urban,0,0,0,0,0,0,0,0,0
09,173,00881,SUB-DISTRICT,Kunda,Total,484,18,2,160497,910447,458642,451805,1071.4358307229259,850
09,173,00881,SUB-DISTRICT,Kunda,Rural,484,18,0,153447,867833,436560,431273,1055.2758307229258,822
09,173,00881,SUB-DISTRICT,Kunda,Urban,0,0,2,7050,42614,22082,20532,16.16,2637
09,173,00882,SUB-DISTRICT,Pratapgarh,Total,406,4,6,106092,640208,323955,316253,641.0470572693215,999
09,173,00882,SUB-DISTRICT,Pratapgarh,Rural,406,4,0,86301,518368,261142,257226,611.83705726932146,847
09,173,00882,SUB-DISTRICT,Pratapgarh,Urban,0,0,6,19791,121840,62813,59027,29.21,4171
09,173,00883,SUB-DISTRICT,Patti,Total,549,7,1,94027,610548,301547,309001,664.74715458916569,918
09,173,00883,SUB-DISTRICT,Patti,Rural,549,7,0,92451,599760,295940,303820,662.24715458916569,906
09,173,00883,SUB-DISTRICT,Patti,Urban,0,0,1,1576,10788,5607,5181,2.5,4315
09,173,00884,SUB-DISTRICT,Raniganj,Total,302,1,0,66656,437412,218569,218843,521.59981524599834,839
09,173,00884,SUB-DISTRICT,Raniganj,Rural,302,1,0,66656,437412,218569,218843,521.59981524599834,839
09,173,00884,SUB-DISTRICT,Raniganj,Urban,0,0,0,0,0,0,0,0,0
09,174,00000,DISTRICT,Kaushambi,Total,729,139,9,277851,1599596,838485,761111,1779,899
09,174,00000,DISTRICT,Kaushambi,Rural,729,139,0,256198,1475140,773335,701805,1721.83,857
09,174,00000,DISTRICT,Kaushambi,Urban,0,0,9,21653,124456,65150,59306,57.17,2177
09,174,00885,SUB-DISTRICT,Sirathu,Total,244,46,2,88424,514973,268469,246504,589.3108176300608,874
09,174,00885,SUB-DISTRICT,Sirathu,Rural,244,46,0,82995,483614,251998,231616,560.90081763006083,862
09,174,00885,SUB-DISTRICT,Sirathu,Urban,0,0,2,5429,31359,16471,14888,28.41,1104
09,174,00886,SUB-DISTRICT,"Manjhanpur ",Total,267,47,2,98531,563415,294917,268498,691.86838024381245,814
09,174,00886,SUB-DISTRICT,"Manjhanpur ",Rural,267,47,0,92965,530491,277723,252768,676.89838024381243,784
09,174,00886,SUB-DISTRICT,"Manjhanpur ",Urban,0,0,2,5566,32924,17194,15730,14.97,2199
09,174,00887,SUB-DISTRICT,Chail,Total,218,46,5,90896,521208,275099,246109,497.81794218859989,1047
09,174,00887,SUB-DISTRICT,Chail,Rural,218,46,0,80238,461035,243614,217421,484.02794218859987,952
09,174,00887,SUB-DISTRICT,Chail,Urban,0,0,5,10658,60173,31485,28688,13.79,4364
09,175,00000,DISTRICT,"Allahabad ",Total,2809,244,25,976733,5954391,3131807,2822584,5482,1086
09,175,00000,DISTRICT,"Allahabad ",Rural,2809,244,0,721011,4481518,2340959,2140559,5279.07,849
09,175,00000,DISTRICT,"Allahabad ",Urban,0,0,25,255722,1472873,790848,682025,202.93,7258
09,175,00888,SUB-DISTRICT,Soraon,Total,404,39,3,136863,823190,427214,395976,669.87068030413718,1229
09,175,00888,SUB-DISTRICT,Soraon,Rural,404,39,0,127816,764633,396908,367725,651.61068030413719,1173
09,175,00888,SUB-DISTRICT,Soraon,Urban,0,0,3,9047,58557,30306,28251,18.260000000000002,3207
09,175,00889,SUB-DISTRICT,"Phulpur ",Total,503,57,5,135991,859421,446824,412597,744.09483796726829,1155
09,175,00889,SUB-DISTRICT,"Phulpur ",Rural,503,57,0,125006,793301,411980,381321,718.97483796726829,1103
09,175,00889,SUB-DISTRICT,"Phulpur ",Urban,0,0,5,10985,66120,34844,31276,25.12,2632
09,175,00890,SUB-DISTRICT,Allahabad,Total,85,14,4,248662,1395816,758719,637097,305.43412669457359,4570
09,175,00890,SUB-DISTRICT,Allahabad,Rural,85,14,0,34624,181396,103209,78187,192.63412669457358,942
09,175,00890,SUB-DISTRICT,Allahabad,Urban,0,0,4,214038,1214420,655510,558910,112.8,10766
09,175,00891,SUB-DISTRICT,"Bara  ",Total,294,29,3,65850,365605,192517,173088,745.20887708495036,491
09,175,00891,SUB-DISTRICT,"Bara  ",Rural,294,29,0,60346,335212,176643,158569,736.84887708495035,455
09,175,00891,SUB-DISTRICT,"Bara  ",Urban,0,0,3,5504,30393,15874,14519,8.36,3636
09,175,00892,SUB-DISTRICT,"Karchhana ",Total,303,30,6,95034,606924,318185,288739,590.29497024391685,1028
09,175,00892,SUB-DISTRICT,"Karchhana ",Rural,303,30,0,88630,569191,298125,271066,568.66497024391685,1001
09,175,00892,SUB-DISTRICT,"Karchhana ",Urban,0,0,6,6404,37733,20060,17673,21.63,1744
09,175,00893,SUB-DISTRICT,Handia,Total,609,16,1,144880,944717,487606,457111,751.92434653265968,1256
09,175,00893,SUB-DISTRICT,Handia,Rural,609,16,0,141747,922919,476113,446806,746.50434653265972,1236
09,175,00893,SUB-DISTRICT,Handia,Urban,0,0,1,3133,21798,11493,10305,5.42,4022
09,175,00894,SUB-DISTRICT,Meja,Total,347,46,2,87482,579879,302343,277536,845.0455228742286,686
09,175,00894,SUB-DISTRICT,Meja,Rural,347,46,0,83225,550848,287239,263609,840.70552287422856,655
09,175,00894,SUB-DISTRICT,Meja,Urban,0,0,2,4257,29031,15104,13927,4.34,6689
09,175,00895,SUB-DISTRICT,Koraon,Total,264,13,1,61971,378839,198399,180440,830.11531638118186,456
09,175,00895,SUB-DISTRICT,Koraon,Rural,264,13,0,59617,364018,190742,173276,823.11531638118186,442
09,175,00895,SUB-DISTRICT,Koraon,Urban,0,0,1,2354,14821,7657,7164,7,2117
09,176,00000,DISTRICT,"Bara Banki",Total,1817,22,15,579058,3260699,1707073,1553626,4402,741
09,176,00000,DISTRICT,"Bara Banki",Rural,1817,22,0,524255,2929896,1533455,1396441,4337.13,676
09,176,00000,DISTRICT,"Bara Banki",Urban,0,0,15,54803,330803,173618,157185,64.87,5099
09,176,00896,SUB-DISTRICT,Fatehpur,Total,400,1,1,103155,589657,309656,280001,839.75907327172467,702
09,176,00896,SUB-DISTRICT,Fatehpur,Rural,400,1,0,97538,554075,291007,263068,831.75907327172467,666
09,176,00896,SUB-DISTRICT,Fatehpur,Urban,0,0,1,5617,35582,18649,16933,8,4448
09,176,00897,SUB-DISTRICT,"Ramnagar ",Total,235,5,1,54263,304801,162674,142127,507.36087226176801,601
09,176,00897,SUB-DISTRICT,"Ramnagar ",Rural,235,5,0,51907,290546,155253,135293,498.01087226176799,583
09,176,00897,SUB-DISTRICT,"Ramnagar ",Urban,0,0,1,2356,14255,7421,6834,9.35,1525
09,176,00898,SUB-DISTRICT,"Nawabganj ",Total,387,1,8,172028,978098,511106,466992,1052.0559808758976,930
09,176,00898,SUB-DISTRICT,"Nawabganj ",Rural,387,1,0,137136,768336,400432,367904,1025.7559808758976,749
09,176,00898,SUB-DISTRICT,"Nawabganj ",Urban,0,0,8,34892,209762,110674,99088,26.3,7976
09,176,00899,SUB-DISTRICT,"Sirauli Gauspur",Total,181,8,1,56576,321452,167781,153671,473.28031935741762,679
09,176,00899,SUB-DISTRICT,"Sirauli Gauspur",Rural,181,8,0,55013,311996,162798,149198,470.28031935741762,663
09,176,00899,SUB-DISTRICT,"Sirauli Gauspur",Urban,0,0,1,1563,9456,4983,4473,3,3152
09,176,00900,SUB-DISTRICT,Ramsanehighat,Total,244,5,1,78884,445217,232895,212322,663.47830398075564,671
09,176,00900,SUB-DISTRICT,Ramsanehighat,Rural,244,5,0,76050,426879,223488,203391,657.09830398075565,650
09,176,00900,SUB-DISTRICT,Ramsanehighat,Urban,0,0,1,2834,18338,9407,8931,6.38,2874
09,176,00901,SUB-DISTRICT,Haidergarh,Total,370,2,3,114152,621474,322961,298513,866.07353502644264,718
09,176,00901,SUB-DISTRICT,Haidergarh,Rural,370,2,0,106611,578064,300477,277587,854.23353502644261,677
09,176,00901,SUB-DISTRICT,Haidergarh,Urban,0,0,3,7541,43410,22484,20926,11.84,3666
09,177,00000,DISTRICT,Faizabad,Total,1235,29,10,423375,2470996,1259628,1211368,2341,1056
09,177,00000,DISTRICT,Faizabad,Rural,1235,29,0,365711,2130743,1079257,1051486,2266.23,940
09,177,00000,DISTRICT,Faizabad,Urban,0,0,10,57664,340253,180371,159882,74.77,4551
09,177,00902,SUB-DISTRICT,Rudauli,Total,239,4,1,82247,464250,238194,226056,504.54402807392358,920
09,177,00902,SUB-DISTRICT,Rudauli,Rural,239,4,0,75092,421159,215746,205413,496.54402807392358,848
09,177,00902,SUB-DISTRICT,Rudauli,Urban,0,0,1,7155,43091,22448,20643,8,5386
09,177,00903,SUB-DISTRICT,Milkipur,Total,280,0,0,84045,479707,241672,238035,546.43649899987884,878
09,177,00903,SUB-DISTRICT,Milkipur,Rural,280,0,0,84045,479707,241672,238035,546.43649899987884,878
09,177,00903,SUB-DISTRICT,Milkipur,Urban,0,0,0,0,0,0,0,0,0
09,177,00904,SUB-DISTRICT,Sohawal,Total,148,10,1,64415,385818,196689,189129,378.09852642015062,1020
09,177,00904,SUB-DISTRICT,Sohawal,Rural,148,10,0,62496,372664,189925,182739,375.09852642015062,994
09,177,00904,SUB-DISTRICT,Sohawal,Urban,0,0,1,1919,13154,6764,6390,3,4385
09,177,00905,SUB-DISTRICT,Faizabad,Total,229,14,7,115958,691457,358666,332791,425.45798287462242,1625
09,177,00905,SUB-DISTRICT,Faizabad,Rural,229,14,0,69814,421902,214826,207076,371.51798287462242,1136
09,177,00905,SUB-DISTRICT,Faizabad,Urban,0,0,7,46144,269555,143840,125715,53.94,4997
09,177,00906,SUB-DISTRICT,Bikapur,Total,339,1,1,76710,449764,224407,225357,486.45327596137776,925
09,177,00906,SUB-DISTRICT,Bikapur,Rural,339,1,0,74264,435311,217088,218223,476.62327596137777,913
09,177,00906,SUB-DISTRICT,Bikapur,Urban,0,0,1,2446,14453,7319,7134,9.83,1470
09,178,00000,DISTRICT,"Ambedkar Nagar",Total,1649,101,7,368728,2397888,1212410,1185478,2350,1020
09,178,00000,DISTRICT,"Ambedkar Nagar",Rural,1649,101,0,325035,2117158,1067762,1049396,2255.08,939
09,178,00000,DISTRICT,"Ambedkar Nagar",Urban,0,0,7,43693,280730,144648,136082,94.92,2958
09,178,00907,SUB-DISTRICT,Tanda,Total,366,38,4,91783,604096,309443,294653,485.01203081356442,1246
09,178,00907,SUB-DISTRICT,Tanda,Rural,366,38,0,71846,473161,241951,231210,465.9120308135644,1016
09,178,00907,SUB-DISTRICT,Tanda,Urban,0,0,4,19937,130935,67492,63443,19.100000000000001,6855
09,178,00908,SUB-DISTRICT,Allapur,Total,423,49,0,67358,440496,219757,220739,452.75544537150063,973
09,178,00908,SUB-DISTRICT,Allapur,Rural,423,49,0,67358,440496,219757,220739,452.75544537150063,973
09,178,00908,SUB-DISTRICT,Allapur,Urban,0,0,0,0,0,0,0,0,0
09,178,00909,SUB-DISTRICT,"Jalalpur ",Total,308,3,2,83429,546995,276632,270363,512.19643063056026,1068
09,178,00909,SUB-DISTRICT,"Jalalpur ",Rural,308,3,0,77393,508647,256806,251841,508.84643063056023,1000
09,178,00909,SUB-DISTRICT,"Jalalpur ",Urban,0,0,2,6036,38348,19826,18522,3.35,11447
09,178,00910,SUB-DISTRICT,Akbarpur,Total,301,5,1,86189,557632,281762,275870,609.31201779482421,915
09,178,00910,SUB-DISTRICT,Akbarpur,Rural,301,5,0,68469,446185,224432,221753,536.84201779482419,831
09,178,00910,SUB-DISTRICT,Akbarpur,Urban,0,0,1,17720,111447,57330,54117,72.47,1538
09,178,00911,SUB-DISTRICT,Bhiti,Total,251,6,0,39969,248669,124816,123853,290.71797815084142,855
09,178,00911,SUB-DISTRICT,Bhiti,Rural,251,6,0,39969,248669,124816,123853,290.71797815084142,855
09,178,00911,SUB-DISTRICT,Bhiti,Urban,0,0,0,0,0,0,0,0,0
09,179,00000,DISTRICT,Sultanpur,Total,2498,29,11,623523,3797117,1914586,1882531,4436,856
09,179,00000,DISTRICT,Sultanpur,Rural,2498,29,0,590446,3597201,1810496,1786705,4396.92,818
09,179,00000,DISTRICT,Sultanpur,Urban,0,0,11,33077,199916,104090,95826,39.08,5116
09,179,00912,SUB-DISTRICT,"Musafirkhana ",Total,341,4,4,120943,709816,359507,350309,789.9219723531105,899
09,179,00912,SUB-DISTRICT,"Musafirkhana ",Rural,341,4,0,115479,677165,342542,334623,779.33197235311047,869
09,179,00912,SUB-DISTRICT,"Musafirkhana ",Urban,0,0,4,5464,32651,16965,15686,10.59,3083
09,179,00913,SUB-DISTRICT,Gauriganj,Total,257,2,0,67832,390935,196844,194091,587.9279959850229,665
09,179,00913,SUB-DISTRICT,Gauriganj,Rural,257,2,0,67832,390935,196844,194091,587.9279959850229,665
09,179,00913,SUB-DISTRICT,Gauriganj,Urban,0,0,0,0,0,0,0,0,0
09,179,00914,SUB-DISTRICT,"Amethi ",Total,290,2,2,74872,447330,223644,223686,601.5100447486908,744
09,179,00914,SUB-DISTRICT,"Amethi ",Rural,290,2,0,70998,426957,213165,213792,599.66004474869078,712
09,179,00914,SUB-DISTRICT,"Amethi ",Urban,0,0,2,3874,20373,10479,9894,1.85,11012
09,179,00915,SUB-DISTRICT,Sultanpur,Total,427,0,2,136475,833577,424607,408970,766.86576859426532,1087
09,179,00915,SUB-DISTRICT,Sultanpur,Rural,427,0,0,117230,717633,363890,353743,751.91576859426527,954
09,179,00915,SUB-DISTRICT,Sultanpur,Urban,0,0,2,19245,115944,60717,55227,14.95,7755
09,179,00916,SUB-DISTRICT,Jaisinghpur,Total,384,9,0,69069,420389,211088,209301,521.90010348844726,805
09,179,00916,SUB-DISTRICT,Jaisinghpur,Rural,384,9,0,69069,420389,211088,209301,521.90010348844726,805
09,179,00916,SUB-DISTRICT,Jaisinghpur,Urban,0,0,0,0,0,0,0,0,0
09,179,00917,SUB-DISTRICT,Lambhua,Total,448,8,1,75745,471564,234774,236790,549.22019698167514,859
09,179,00917,SUB-DISTRICT,Lambhua,Rural,448,8,0,74451,462637,230176,232461,547.53019698167509,845
09,179,00917,SUB-DISTRICT,Lambhua,Urban,0,0,1,1294,8927,4598,4329,1.69,5282
09,179,00918,SUB-DISTRICT,"Kadipur ",Total,351,4,2,78587,523506,264122,259384,618.64880153469755,846
09,179,00918,SUB-DISTRICT,"Kadipur ",Rural,351,4,0,75387,501485,252791,248694,608.64880153469755,824
09,179,00918,SUB-DISTRICT,"Kadipur ",Urban,0,0,2,3200,22021,11331,10690,10,2202
09,180,00000,DISTRICT,Bahraich,Total,1359,31,5,603754,3487731,1843884,1643847,5237,666
09,180,00000,DISTRICT,Bahraich,Rural,1359,31,0,557893,3203687,1695122,1508565,5205.74,615
09,180,00000,DISTRICT,Bahraich,Urban,0,0,5,45861,284044,148762,135282,31.26,9087
09,180,00919,SUB-DISTRICT,"Nanpara ",Total,410,15,2,223852,1272045,671899,600146,2356.9551337913008,540
09,180,00919,SUB-DISTRICT,"Nanpara ",Rural,410,15,0,213441,1207263,638132,569131,2349.5351337913007,514
09,180,00919,SUB-DISTRICT,"Nanpara ",Urban,0,0,2,10411,64782,33767,31015,7.42,8731
09,180,00920,SUB-DISTRICT,Mahasi,Total,225,10,0,98029,546995,290355,256640,950.63319913885505,575
09,180,00920,SUB-DISTRICT,Mahasi,Rural,225,10,0,98029,546995,290355,256640,950.63319913885505,575
09,180,00920,SUB-DISTRICT,Mahasi,Urban,0,0,0,0,0,0,0,0,0
09,180,00921,SUB-DISTRICT,Bahraich,Total,292,1,2,143683,843905,445832,398073,870.01699569477535,970
09,180,00921,SUB-DISTRICT,Bahraich,Rural,292,1,0,111004,643932,341030,302902,849.17699569477531,758
09,180,00921,SUB-DISTRICT,Bahraich,Urban,0,0,2,32679,199973,104802,95171,20.84,9596
09,180,00922,SUB-DISTRICT,Kaiserganj,Total,432,5,1,138190,824786,435798,388988,1059.4003966602254,779
09,180,00922,SUB-DISTRICT,Kaiserganj,Rural,432,5,0,135419,805497,425605,379892,1056.4003966602254,762
09,180,00922,SUB-DISTRICT,Kaiserganj,Urban,0,0,1,2771,19289,10193,9096,3,6430
09,181,00000,DISTRICT,Shrawasti,Total,509,32,2,188289,1117361,593897,523464,1640,681
09,181,00000,DISTRICT,Shrawasti,Rural,509,32,0,182331,1078712,573681,505031,1633.78,660
09,181,00000,DISTRICT,Shrawasti,Urban,0,0,2,5958,38649,20216,18433,6.22,6214
09,181,00923,SUB-DISTRICT,Bhinga,Total,283,27,1,113170,681465,362879,318586,1131.6106276113251,602
09,181,00923,SUB-DISTRICT,Bhinga,Rural,283,27,0,109529,657685,350403,307282,1126.1106276113251,584
09,181,00923,SUB-DISTRICT,Bhinga,Urban,0,0,1,3641,23780,12476,11304,5.5,4324
09,181,00924,SUB-DISTRICT,Ikauna,Total,226,5,1,75119,435896,231018,204878,508.38602425617137,857
09,181,00924,SUB-DISTRICT,Ikauna,Rural,226,5,0,72802,421027,223278,197749,507.66602425617134,829
09,181,00924,SUB-DISTRICT,Ikauna,Urban,0,0,1,2317,14869,7740,7129,0.72,20651
09,182,00000,DISTRICT,Balrampur,Total,998,17,6,323881,2148665,1114721,1033944,3349,642
09,182,00000,DISTRICT,Balrampur,Rural,998,17,0,298368,1982274,1027943,954331,3290.54,602
09,182,00000,DISTRICT,Balrampur,Urban,0,0,6,25513,166391,86778,79613,58.46,2846
09,182,00925,SUB-DISTRICT,Balrampur,Total,263,3,2,104998,666644,353567,313077,1074.3770956810292,620
09,182,00925,SUB-DISTRICT,Balrampur,Rural,263,3,0,91629,579854,308288,271566,1029.2670956810293,563
09,182,00925,SUB-DISTRICT,Balrampur,Urban,0,0,2,13369,86790,45279,41511,45.11,1924
09,182,00926,SUB-DISTRICT,Tulsipur,Total,376,10,3,114024,779179,407309,371870,1536.8474774397851,507
09,182,00926,SUB-DISTRICT,Tulsipur,Rural,376,10,0,106822,731723,382431,349292,1527.9974774397851,479
09,182,00926,SUB-DISTRICT,Tulsipur,Urban,0,0,3,7202,47456,24878,22578,8.85,5362
09,182,00927,SUB-DISTRICT,Utraula,Total,359,4,1,104859,702842,353845,348997,737.77186122911837,953
09,182,00927,SUB-DISTRICT,Utraula,Rural,359,4,0,99917,670697,337224,333473,733.27186122911837,915
09,182,00927,SUB-DISTRICT,Utraula,Urban,0,0,1,4942,32145,16621,15524,4.5,7143
09,183,00000,DISTRICT,Gonda,Total,1812,5,10,541247,3433919,1787146,1646773,4003,858
09,183,00000,DISTRICT,Gonda,Rural,1812,5,0,504278,3208890,1669058,1539832,3952.43,812
09,183,00000,DISTRICT,Gonda,Urban,0,0,10,36969,225029,118088,106941,50.57,4450
09,183,00928,SUB-DISTRICT,"Gonda ",Total,589,0,5,183659,1169971,612936,557035,1174.6088955068751,996
09,183,00928,SUB-DISTRICT,"Gonda ",Rural,589,0,0,158330,1016258,531949,484309,1137.8688955068751,893
09,183,00928,SUB-DISTRICT,"Gonda ",Urban,0,0,5,25329,153713,80987,72726,36.74,4184
09,183,00929,SUB-DISTRICT,"Colonelganj ",Total,387,0,2,136067,855636,448507,407129,1032.6693838939354,829
09,183,00929,SUB-DISTRICT,"Colonelganj ",Rural,387,0,0,130462,818093,428912,389181,1030.5693838939355,794
09,183,00929,SUB-DISTRICT,"Colonelganj ",Urban,0,0,2,5605,37543,19595,17948,2.1,17878
09,183,00930,SUB-DISTRICT,Tarabganj,Total,359,3,1,119931,761822,393611,368211,1069.6036881940406,712
09,183,00930,SUB-DISTRICT,Tarabganj,Rural,359,3,0,117157,744508,384625,359883,1066.0936881940406,698
09,183,00930,SUB-DISTRICT,Tarabganj,Urban,0,0,1,2774,17314,8986,8328,3.51,4933
09,183,00931,SUB-DISTRICT,"Mankapur ",Total,477,2,2,101590,646490,332092,314398,726.12091471988322,890
09,183,00931,SUB-DISTRICT,"Mankapur ",Rural,477,2,0,98329,630031,323572,306459,717.90091471988319,878
09,183,00931,SUB-DISTRICT,"Mankapur ",Urban,0,0,2,3261,16459,8520,7939,8.2200000000000006,2002
09,184,00000,DISTRICT,Siddharthnagar,Total,2336,169,8,379351,2559297,1295095,1264202,2895,884
09,184,00000,DISTRICT,Siddharthnagar,Rural,2336,169,0,355461,2398606,1212141,1186465,2837.88,845
09,184,00000,DISTRICT,Siddharthnagar,Urban,0,0,8,23890,160691,82954,77737,57.12,2813
09,184,00932,SUB-DISTRICT,Shohratgarh,Total,351,15,2,63819,420532,213731,206801,518.73286126054336,811
09,184,00932,SUB-DISTRICT,Shohratgarh,Rural,351,15,0,60364,396714,201476,195238,509.98286126054336,778
09,184,00932,SUB-DISTRICT,Shohratgarh,Urban,0,0,2,3455,23818,12255,11563,8.75,2722
09,184,00933,SUB-DISTRICT,Naugarh,Total,453,26,2,91915,610441,313404,297037,644.59020802438681,947
09,184,00933,SUB-DISTRICT,Naugarh,Rural,453,26,0,84233,560575,287566,273009,625.59020802438681,896
09,184,00933,SUB-DISTRICT,Naugarh,Urban,0,0,2,7682,49866,25838,24028,19,2625
09,184,00934,SUB-DISTRICT,Bansi,Total,707,69,1,89084,598222,301425,296797,640.6840402685649,934
09,184,00934,SUB-DISTRICT,Bansi,Rural,707,69,0,82932,557165,280320,276845,627.6840402685649,888
09,184,00934,SUB-DISTRICT,Bansi,Urban,0,0,1,6152,41057,21105,19952,13,3158
09,184,00935,SUB-DISTRICT,Itwa,Total,433,26,1,66797,454240,225653,228587,585.5107158660403,776
09,184,00935,SUB-DISTRICT,Itwa,Rural,433,26,0,65714,445987,221399,224588,583.25071586604031,765
09,184,00935,SUB-DISTRICT,Itwa,Urban,0,0,1,1083,8253,4254,3999,2.2599999999999998,3652
09,184,00936,SUB-DISTRICT,Domariyaganj,Total,392,33,2,67736,475862,240882,234980,505.48090221625625,941
09,184,00936,SUB-DISTRICT,Domariyaganj,Rural,392,33,0,62218,438165,221380,216785,491.37090221625624,892
09,184,00936,SUB-DISTRICT,Domariyaganj,Urban,0,0,2,5518,37697,19502,18195,14.11,2672
09,185,00000,DISTRICT,Basti,Total,3160,188,3,382212,2464464,1255272,1209192,2688,917
09,185,00000,DISTRICT,Basti,Rural,3160,188,0,360637,2326367,1182846,1143521,2662.04,874
09,185,00000,DISTRICT,Basti,Urban,0,0,3,21575,138097,72426,65671,25.96,5320
09,185,00937,SUB-DISTRICT,Bhanpur,Total,419,16,0,54954,358572,179997,178575,417.32847572463584,859
09,185,00937,SUB-DISTRICT,Bhanpur,Rural,419,16,0,54954,358572,179997,178575,417.32847572463584,859
09,185,00937,SUB-DISTRICT,Bhanpur,Urban,0,0,0,0,0,0,0,0,0
09,185,00938,SUB-DISTRICT,Harraiya,Total,1457,70,2,147127,950401,483527,466874,1213.3255446245944,783
09,185,00938,SUB-DISTRICT,Harraiya,Rural,1457,70,0,143446,926961,471196,455765,1206.8355446245944,768
09,185,00938,SUB-DISTRICT,Harraiya,Urban,0,0,2,3681,23440,12331,11109,6.49,3612
09,185,00939,SUB-DISTRICT,Basti,Total,1027,75,1,149064,949461,488808,460653,828.52904465823838,1146
09,185,00939,SUB-DISTRICT,Basti,Rural,1027,75,0,131170,834804,428713,406091,809.05904465823835,1032
09,185,00939,SUB-DISTRICT,Basti,Urban,0,0,1,17894,114657,60095,54562,19.47,5889
09,185,00940,SUB-DISTRICT,Rudhauli,Total,257,27,0,31067,206030,102940,103090,228.80522562402297,900
09,185,00940,SUB-DISTRICT,Rudhauli,Rural,257,27,0,31067,206030,102940,103090,228.80522562402297,900
09,185,00940,SUB-DISTRICT,Rudhauli,Urban,0,0,0,0,0,0,0,0,0
09,186,00000,DISTRICT,"Sant Kabir Nagar",Total,1582,144,6,256645,1715183,869656,845527,1646,1042
09,186,00000,DISTRICT,"Sant Kabir Nagar",Rural,1582,144,0,237921,1586652,802609,784043,1620,979
09,186,00000,DISTRICT,"Sant Kabir Nagar",Urban,0,0,6,18724,128531,67047,61484,26,4944
09,186,00941,SUB-DISTRICT,Mehdawal,Total,454,64,1,71175,475229,240045,235184,477.8833189971179,994
09,186,00941,SUB-DISTRICT,Mehdawal,Rural,454,64,0,66940,447332,225655,221677,474.8833189971179,942
09,186,00941,SUB-DISTRICT,Mehdawal,Urban,0,0,1,4235,27897,14390,13507,3,9299
09,186,00942,SUB-DISTRICT,Khalilabad,Total,594,35,4,105545,722332,367140,355192,586.24015977292152,1232
09,186,00942,SUB-DISTRICT,Khalilabad,Rural,594,35,0,92693,632983,320281,312702,572.24015977292152,1106
09,186,00942,SUB-DISTRICT,Khalilabad,Urban,0,0,4,12852,89349,46859,42490,14,6382
