yeat,temperature,uncertainity,state,country,lang,lat
1831/09/01,25.29,1.3969999999999998,Bombay,India,18.48N,72.68E
1831/10/01,26.383000000000003,1.567,Bombay,India,18.48N,72.68E
1831/11/01,26.153000000000002,4.256,Bombay,India,18.48N,72.68E
1831/12/01,24.956,3.3510000000000004,Bombay,India,18.48N,72.68E
1832/01/01,23.334,1.942,Bombay,India,18.48N,72.68E
1832/02/01,22.923,2.1630000000000003,Bombay,India,18.48N,72.68E
1832/03/01,25.645,1.978,Bombay,India,18.48N,72.68E
1832/04/01,27.605999999999998,3.096,Bombay,India,18.48N,72.68E
1832/05/01,29.149,2.569,Bombay,India,18.48N,72.68E
1832/06/01,,,Bombay,India,18.48N,72.68E
1832/07/01,27.295,2.235,Bombay,India,18.48N,72.68E
1832/08/01,25.986,2.536,Bombay,India,18.48N,72.68E
1832/09/01,25.389,1.93,Bombay,India,18.48N,72.68E
1832/10/01,26.523000000000003,2.273,Bombay,India,18.48N,72.68E
1832/11/01,26.301,1.41,Bombay,India,18.48N,72.68E
1832/12/01,,,Bombay,India,18.48N,72.68E
1833/01/01,24.198,2.697,Bombay,India,18.48N,72.68E
1833/02/01,24.1,1.6269999999999998,Bombay,India,18.48N,72.68E
1833/03/01,24.923000000000002,2.313,Bombay,India,18.48N,72.68E
1833/04/01,26.968000000000004,1.703,Bombay,India,18.48N,72.68E
1833/05/01,28.256,1.79,Bombay,India,18.48N,72.68E
1833/06/01,28.314,1.652,Bombay,India,18.48N,72.68E
1833/07/01,27.093000000000004,1.622,Bombay,India,18.48N,72.68E
1833/08/01,25.615,1.426,Bombay,India,18.48N,72.68E
1833/09/01,25.842,1.475,Bombay,India,18.48N,72.68E
1833/10/01,26.43,1.435,Bombay,India,18.48N,72.68E
1833/11/01,27.56,2.0780000000000003,Bombay,India,18.48N,72.68E
1833/12/01,25.978,2.463,Bombay,India,18.48N,72.68E
1834/01/01,22.826,1.962,Bombay,India,18.48N,72.68E
1834/02/01,23.858,2.221,Bombay,India,18.48N,72.68E
1834/03/01,25.788,2.262,Bombay,India,18.48N,72.68E
1834/04/01,26.721,2.124,Bombay,India,18.48N,72.68E
1834/05/01,29.348000000000006,1.618,Bombay,India,18.48N,72.68E
1834/06/01,27.956000000000003,2.326,Bombay,India,18.48N,72.68E
1834/07/01,26.528000000000002,1.421,Bombay,India,18.48N,72.68E
1834/08/01,25.976,1.284,Bombay,India,18.48N,72.68E
1834/09/01,26.51,2.116,Bombay,India,18.48N,72.68E
1834/10/01,27.042,1.22,Bombay,India,18.48N,72.68E
1834/11/01,27.531,1.936,Bombay,India,18.48N,72.68E
1834/12/01,26.101,1.47,Bombay,India,18.48N,72.68E
1835/01/01,24.436,2.003,Bombay,India,18.48N,72.68E
1835/02/01,23.787,2.056,Bombay,India,18.48N,72.68E
1835/03/01,24.676,1.67,Bombay,India,18.48N,72.68E
1835/04/01,26.199,2.027,Bombay,India,18.48N,72.68E
1835/05/01,27.588,1.4269999999999998,Bombay,India,18.48N,72.68E
1835/06/01,27.07,1.771,Bombay,India,18.48N,72.68E
1835/07/01,25.959,1.702,Bombay,India,18.48N,72.68E
1835/08/01,25.152,1.475,Bombay,India,18.48N,72.68E
1835/09/01,25.389,1.6840000000000002,Bombay,India,18.48N,72.68E
1835/10/01,26.295,1.208,Bombay,India,18.48N,72.68E
1835/11/01,25.845,1.7619999999999998,Bombay,India,18.48N,72.68E
1835/12/01,24.168000000000003,1.859,Bombay,India,18.48N,72.68E
1836/01/01,23.689,1.196,Bombay,India,18.48N,72.68E
1836/02/01,23.441999999999997,1.592,Bombay,India,18.48N,72.68E
1836/03/01,24.976999999999997,1.757,Bombay,India,18.48N,72.68E
1836/04/01,26.329,1.404,Bombay,India,18.48N,72.68E
1836/05/01,28.298,1.783,Bombay,India,18.48N,72.68E
1836/06/01,28.031999999999996,1.4340000000000002,Bombay,India,18.48N,72.68E
1836/07/01,26.535,1.361,Bombay,India,18.48N,72.68E
1836/08/01,25.161,1.37,Bombay,India,18.48N,72.68E
1836/09/01,26.104,1.913,Bombay,India,18.48N,72.68E
1836/10/01,27.342,3.796,Bombay,India,18.48N,72.68E
1836/11/01,25.967,1.817,Bombay,India,18.48N,72.68E
1836/12/01,25.326,2.146,Bombay,India,18.48N,72.68E
1837/01/01,24.284,1.917,Bombay,India,18.48N,72.68E
1837/02/01,24.221,1.53,Bombay,India,18.48N,72.68E
1837/03/01,24.693,2.198,Bombay,India,18.48N,72.68E
1837/04/01,25.796,1.568,Bombay,India,18.48N,72.68E
1837/05/01,27.234,1.544,Bombay,India,18.48N,72.68E
1837/06/01,27.425,1.795,Bombay,India,18.48N,72.68E
1837/07/01,26.54,1.173,Bombay,India,18.48N,72.68E
1837/08/01,25.906999999999996,1.005,Bombay,India,18.48N,72.68E
1837/09/01,26.264,1.507,Bombay,India,18.48N,72.68E
1837/10/01,26.465,2.044,Bombay,India,18.48N,72.68E
1837/11/01,26.334,2.167,Bombay,India,18.48N,72.68E
1837/12/01,25.308000000000003,3.102,Bombay,India,18.48N,72.68E
1838/01/01,22.125999999999998,2.344,Bombay,India,18.48N,72.68E
1838/02/01,22.963,1.324,Bombay,India,18.48N,72.68E
1838/03/01,24.572,1.626,Bombay,India,18.48N,72.68E
1838/04/01,26.75,1.277,Bombay,India,18.48N,72.68E
1838/05/01,27.801,1.013,Bombay,India,18.48N,72.68E
1838/06/01,27.888,1.414,Bombay,India,18.48N,72.68E
1838/07/01,27.513,2.755,Bombay,India,18.48N,72.68E
1838/08/01,26.266,2.387,Bombay,India,18.48N,72.68E
1838/09/01,26.531,1.41,Bombay,India,18.48N,72.68E
1838/10/01,27.038,2.972,Bombay,India,18.48N,72.68E
1838/11/01,26.511,2.214,Bombay,India,18.48N,72.68E
1838/12/01,25.313000000000002,2.142,Bombay,India,18.48N,72.68E
1839/01/01,24.444000000000006,1.653,Bombay,India,18.48N,72.68E
1839/02/01,24.288,1.902,Bombay,India,18.48N,72.68E
1839/03/01,24.125,1.797,Bombay,India,18.48N,72.68E
1839/04/01,26.910999999999998,1.4069999999999998,Bombay,India,18.48N,72.68E
1839/05/01,27.908,0.957,Bombay,India,18.48N,72.68E
1839/06/01,27.705,1.197,Bombay,India,18.48N,72.68E
1839/07/01,26.886999999999997,2.326,Bombay,India,18.48N,72.68E
1839/08/01,26.014,1.632,Bombay,India,18.48N,72.68E
1839/09/01,25.921,1.202,Bombay,India,18.48N,72.68E
1839/10/01,27.191,1.63,Bombay,India,18.48N,72.68E
1839/11/01,25.840999999999998,1.869,Bombay,India,18.48N,72.68E
1839/12/01,24.78,2.061,Bombay,India,18.48N,72.68E
1840/01/01,24.378,2.144,Bombay,India,18.48N,72.68E
1840/02/01,23.533,1.7480000000000002,Bombay,India,18.48N,72.68E
1840/03/01,24.608,1.389,Bombay,India,18.48N,72.68E
1840/04/01,27.038,1.841,Bombay,India,18.48N,72.68E
1840/05/01,28.482000000000006,1.382,Bombay,India,18.48N,72.68E
1840/06/01,28.269,1.4380000000000002,Bombay,India,18.48N,72.68E
1840/07/01,27.156999999999996,1.088,Bombay,India,18.48N,72.68E
1840/08/01,26.009,1.219,Bombay,India,18.48N,72.68E
1840/09/01,25.845,1.081,Bombay,India,18.48N,72.68E
1840/10/01,26.618000000000002,1.649,Bombay,India,18.48N,72.68E
1840/11/01,25.906999999999996,3.0810000000000004,Bombay,India,18.48N,72.68E
1840/12/01,25.063000000000002,1.548,Bombay,India,18.48N,72.68E
1841/01/01,23.594,2.1180000000000003,Bombay,India,18.48N,72.68E
1841/02/01,23.784000000000002,1.314,Bombay,India,18.48N,72.68E
1841/03/01,24.198,2.806,Bombay,India,18.48N,72.68E
1841/04/01,25.975,1.642,Bombay,India,18.48N,72.68E
1841/05/01,27.71,1.582,Bombay,India,18.48N,72.68E
1841/06/01,27.660999999999998,1.321,Bombay,India,18.48N,72.68E
1841/07/01,27.408,1.233,Bombay,India,18.48N,72.68E
1841/08/01,25.83,1.92,Bombay,India,18.48N,72.68E
1841/09/01,26.099,1.08,Bombay,India,18.48N,72.68E
1841/10/01,26.375,1.557,Bombay,India,18.48N,72.68E
1841/11/01,26.463,1.406,Bombay,India,18.48N,72.68E
1841/12/01,25.089000000000002,1.944,Bombay,India,18.48N,72.68E
1842/01/01,23.795,1.6130000000000002,Bombay,India,18.48N,72.68E
1842/02/01,23.781,1.865,Bombay,India,18.48N,72.68E
1842/03/01,25.741999999999997,2.11,Bombay,India,18.48N,72.68E
1842/04/01,27.142,1.621,Bombay,India,18.48N,72.68E
1842/05/01,27.936,1.007,Bombay,India,18.48N,72.68E
1842/06/01,27.631999999999998,1.142,Bombay,India,18.48N,72.68E
1842/07/01,26.793000000000003,1.42,Bombay,India,18.48N,72.68E
1842/08/01,25.821,1.074,Bombay,India,18.48N,72.68E
1842/09/01,25.979,1.449,Bombay,India,18.48N,72.68E
1842/10/01,27.021,1.4369999999999998,Bombay,India,18.48N,72.68E
1842/11/01,26.869,1.737,Bombay,India,18.48N,72.68E
1842/12/01,25.912,1.231,Bombay,India,18.48N,72.68E
1843/01/01,24.104,2.287,Bombay,India,18.48N,72.68E
1843/02/01,24.304000000000002,1.58,Bombay,India,18.48N,72.68E
1843/03/01,24.654,1.982,Bombay,India,18.48N,72.68E
1843/04/01,26.552,1.147,Bombay,India,18.48N,72.68E
1843/05/01,27.596,1.41,Bombay,India,18.48N,72.68E
1843/06/01,27.71,1.4580000000000002,Bombay,India,18.48N,72.68E
1843/07/01,26.491,1.139,Bombay,India,18.48N,72.68E
1843/08/01,25.992,1.471,Bombay,India,18.48N,72.68E
1843/09/01,26.078000000000003,0.848,Bombay,India,18.48N,72.68E
1843/10/01,26.716,1.329,Bombay,India,18.48N,72.68E
1843/11/01,26.389,0.895,Bombay,India,18.48N,72.68E
1843/12/01,24.745,2.834,Bombay,India,18.48N,72.68E
1844/01/01,23.549,1.287,Bombay,India,18.48N,72.68E
1844/02/01,22.053,3.15,Bombay,India,18.48N,72.68E
1844/03/01,24.653000000000002,2.494,Bombay,India,18.48N,72.68E
1844/04/01,26.601999999999997,1.34,Bombay,India,18.48N,72.68E
1844/05/01,27.729000000000006,1.155,Bombay,India,18.48N,72.68E
1844/06/01,27.909,0.765,Bombay,India,18.48N,72.68E
1844/07/01,26.430999999999997,1.149,Bombay,India,18.48N,72.68E
1844/08/01,26.214000000000002,2.516,Bombay,India,18.48N,72.68E
1844/09/01,25.836,0.733,Bombay,India,18.48N,72.68E
1844/10/01,27.237,1.298,Bombay,India,18.48N,72.68E
1844/11/01,26.618000000000002,0.838,Bombay,India,18.48N,72.68E
1844/12/01,25.730999999999998,2.28,Bombay,India,18.48N,72.68E
1845/01/01,24.308000000000003,1.5759999999999998,Bombay,India,18.48N,72.68E
1845/02/01,23.325,2.392,Bombay,India,18.48N,72.68E
1845/03/01,25.345,1.3119999999999998,Bombay,India,18.48N,72.68E
1845/04/01,26.993,1.3119999999999998,Bombay,India,18.48N,72.68E
1845/05/01,28.112,1.132,Bombay,India,18.48N,72.68E
1845/06/01,27.55,1.267,Bombay,India,18.48N,72.68E
1845/07/01,27.124000000000002,1.0759999999999998,Bombay,India,18.48N,72.68E
1845/08/01,26.387,0.96,Bombay,India,18.48N,72.68E
1845/09/01,26.425,1.168,Bombay,India,18.48N,72.68E
1845/10/01,26.703000000000003,1.18,Bombay,India,18.48N,72.68E
1845/11/01,26.745,1.251,Bombay,India,18.48N,72.68E
1845/12/01,24.796,1.972,Bombay,India,18.48N,72.68E
1846/01/01,25.47,1.78,Bombay,India,18.48N,72.68E
1846/02/01,24.423,1.49,Bombay,India,18.48N,72.68E
1846/03/01,26.7,1.888,Bombay,India,18.48N,72.68E
1846/04/01,26.66,1.686,Bombay,India,18.48N,72.68E
1846/05/01,28.379,1.43,Bombay,India,18.48N,72.68E
1846/06/01,28.415000000000006,1.859,Bombay,India,18.48N,72.68E
1846/07/01,27.708000000000002,1.756,Bombay,India,18.48N,72.68E
1846/08/01,26.713,1.44,Bombay,India,18.48N,72.68E
1846/09/01,26.496,1.633,Bombay,India,18.48N,72.68E
1846/10/01,26.612,1.423,Bombay,India,18.48N,72.68E
1846/11/01,26.986,1.81,Bombay,India,18.48N,72.68E
1846/12/01,25.93,1.59,Bombay,India,18.48N,72.68E
1847/01/01,24.564,3.072,Bombay,India,18.48N,72.68E
1847/02/01,24.256,1.769,Bombay,India,18.48N,72.68E
1847/03/01,24.491,1.706,Bombay,India,18.48N,72.68E
1847/04/01,27.089,1.53,Bombay,India,18.48N,72.68E
1847/05/01,27.871,1.298,Bombay,India,18.48N,72.68E
1847/06/01,27.694000000000006,1.565,Bombay,India,18.48N,72.68E
1847/07/01,27.046999999999997,1.487,Bombay,India,18.48N,72.68E
1847/08/01,26.166,1.255,Bombay,India,18.48N,72.68E
1847/09/01,26.519000000000002,1.255,Bombay,India,18.48N,72.68E
1847/10/01,26.988000000000003,1.413,Bombay,India,18.48N,72.68E
1847/11/01,27.04,1.612,Bombay,India,18.48N,72.68E
1847/12/01,24.035999999999998,1.635,Bombay,India,18.48N,72.68E
1848/01/01,24.068,3.143,Bombay,India,18.48N,72.68E
1848/02/01,23.82,2.032,Bombay,India,18.48N,72.68E
1848/03/01,24.934,0.858,Bombay,India,18.48N,72.68E
1848/04/01,26.951,1.097,Bombay,India,18.48N,72.68E
1848/05/01,28.043000000000006,1.319,Bombay,India,18.48N,72.68E
1848/06/01,27.025,2.397,Bombay,India,18.48N,72.68E
1848/07/01,26.932,1.966,Bombay,India,18.48N,72.68E
1848/08/01,26.318,1.582,Bombay,India,18.48N,72.68E
1848/09/01,26.693,1.6880000000000002,Bombay,India,18.48N,72.68E
1848/10/01,27.042,0.758,Bombay,India,18.48N,72.68E
1848/11/01,26.744,1.13,Bombay,India,18.48N,72.68E
1848/12/01,25.331999999999997,1.533,Bombay,India,18.48N,72.68E
1849/01/01,23.386999999999997,1.588,Bombay,India,18.48N,72.68E
1849/02/01,23.913,1.183,Bombay,India,18.48N,72.68E
1849/03/01,25.326,1.922,Bombay,India,18.48N,72.68E
1849/04/01,26.364,1.418,Bombay,India,18.48N,72.68E
1849/05/01,28.285999999999998,1.332,Bombay,India,18.48N,72.68E
1849/06/01,26.955,2.314,Bombay,India,18.48N,72.68E
1849/07/01,26.467,1.5590000000000002,Bombay,India,18.48N,72.68E
1849/08/01,26.314,0.995,Bombay,India,18.48N,72.68E
1849/09/01,25.798000000000002,1.345,Bombay,India,18.48N,72.68E
1849/10/01,27.199,1.136,Bombay,India,18.48N,72.68E
1849/11/01,27.801,1.849,Bombay,India,18.48N,72.68E
1849/12/01,25.023000000000003,2.251,Bombay,India,18.48N,72.68E
1850/01/01,22.78,1.432,Bombay,India,18.48N,72.68E
1850/02/01,23.713,1.5219999999999998,Bombay,India,18.48N,72.68E
1850/03/01,25.301,2.655,Bombay,India,18.48N,72.68E
1850/04/01,26.426,1.716,Bombay,India,18.48N,72.68E
1850/05/01,27.85,1.141,Bombay,India,18.48N,72.68E
1850/06/01,28.061999999999998,0.911,Bombay,India,18.48N,72.68E
1850/07/01,27.173000000000002,0.905,Bombay,India,18.48N,72.68E
1850/08/01,26.768,1.074,Bombay,India,18.48N,72.68E
1850/09/01,26.72,0.841,Bombay,India,18.48N,72.68E
1850/10/01,27.884,1.723,Bombay,India,18.48N,72.68E
1850/11/01,26.778000000000002,1.92,Bombay,India,18.48N,72.68E
1850/12/01,24.934,0.993,Bombay,India,18.48N,72.68E
1851/01/01,22.979,2.428,Bombay,India,18.48N,72.68E
1851/02/01,23.823,0.792,Bombay,India,18.48N,72.68E
1851/03/01,25.375999999999998,1.857,Bombay,India,18.48N,72.68E
1851/04/01,26.930999999999997,1.717,Bombay,India,18.48N,72.68E
1851/05/01,28.295,1.283,Bombay,India,18.48N,72.68E
1851/06/01,27.570999999999998,1.73,Bombay,India,18.48N,72.68E
1851/07/01,26.521,2.127,Bombay,India,18.48N,72.68E
1851/08/01,26.309,1.4469999999999998,Bombay,India,18.48N,72.68E
1851/09/01,26.645,1.0659999999999998,Bombay,India,18.48N,72.68E
1851/10/01,27.482,1.889,Bombay,India,18.48N,72.68E
1851/11/01,26.803,1.267,Bombay,India,18.48N,72.68E
1851/12/01,24.779,3.105,Bombay,India,18.48N,72.68E
1852/01/01,24.12,2.093,Bombay,India,18.48N,72.68E
1852/02/01,23.855,1.4380000000000002,Bombay,India,18.48N,72.68E
1852/03/01,24.677,1.541,Bombay,India,18.48N,72.68E
1852/04/01,26.708,1.558,Bombay,India,18.48N,72.68E
1852/05/01,28.264000000000006,1.38,Bombay,India,18.48N,72.68E
1852/06/01,27.967,1.156,Bombay,India,18.48N,72.68E
1852/07/01,26.908,1.473,Bombay,India,18.48N,72.68E
1852/08/01,25.991,1.175,Bombay,India,18.48N,72.68E
1852/09/01,26.552,1.091,Bombay,India,18.48N,72.68E
1852/10/01,27.082,1.328,Bombay,India,18.48N,72.68E
1852/11/01,26.518,1.485,Bombay,India,18.48N,72.68E
1852/12/01,25.634,1.7519999999999998,Bombay,India,18.48N,72.68E
1853/01/01,23.885,1.569,Bombay,India,18.48N,72.68E
1853/02/01,23.168000000000003,1.776,Bombay,India,18.48N,72.68E
1853/03/01,25.143,1.358,Bombay,India,18.48N,72.68E
1853/04/01,26.768,1.527,Bombay,India,18.48N,72.68E
1853/05/01,28.588,0.931,Bombay,India,18.48N,72.68E
1853/06/01,28.628,1.114,Bombay,India,18.48N,72.68E
1853/07/01,27.46,0.936,Bombay,India,18.48N,72.68E
1853/08/01,26.545,1.064,Bombay,India,18.48N,72.68E
1853/09/01,26.951,0.92,Bombay,India,18.48N,72.68E
1853/10/01,27.336,1.045,Bombay,India,18.48N,72.68E
1853/11/01,26.619,1.585,Bombay,India,18.48N,72.68E
1853/12/01,25.293000000000003,1.26,Bombay,India,18.48N,72.68E
1854/01/01,23.45,1.3530000000000002,Bombay,India,18.48N,72.68E
1854/02/01,23.363000000000003,1.4069999999999998,Bombay,India,18.48N,72.68E
1854/03/01,25.416,1.212,Bombay,India,18.48N,72.68E
1854/04/01,27.289,1.385,Bombay,India,18.48N,72.68E
1854/05/01,28.703000000000007,1.067,Bombay,India,18.48N,72.68E
1854/06/01,28.313,1.345,Bombay,India,18.48N,72.68E
1854/07/01,27.379,1.232,Bombay,India,18.48N,72.68E
1854/08/01,26.59,1.274,Bombay,India,18.48N,72.68E
1854/09/01,26.604,1.015,Bombay,India,18.48N,72.68E
1854/10/01,27.839000000000002,1.4280000000000002,Bombay,India,18.48N,72.68E
1854/11/01,27.372,1.3769999999999998,Bombay,India,18.48N,72.68E
1854/12/01,25.679000000000002,1.943,Bombay,India,18.48N,72.68E
1855/01/01,24.451,1.786,Bombay,India,18.48N,72.68E
1855/02/01,24.144000000000002,1.466,Bombay,India,18.48N,72.68E
1855/03/01,25.363000000000003,1.484,Bombay,India,18.48N,72.68E
1855/04/01,27.772,1.686,Bombay,India,18.48N,72.68E
1855/05/01,29.180999999999997,1.238,Bombay,India,18.48N,72.68E
1855/06/01,28.261000000000006,1.305,Bombay,India,18.48N,72.68E
1855/07/01,27.287,1.273,Bombay,India,18.48N,72.68E
1855/08/01,26.621,1.189,Bombay,India,18.48N,72.68E
1855/09/01,26.646,1.097,Bombay,India,18.48N,72.68E
1855/10/01,26.986,1.382,Bombay,India,18.48N,72.68E
1855/11/01,26.802,1.344,Bombay,India,18.48N,72.68E
1855/12/01,24.656,1.924,Bombay,India,18.48N,72.68E
1856/01/01,24.239,1.4069999999999998,Bombay,India,18.48N,72.68E
1856/02/01,23.803,1.804,Bombay,India,18.48N,72.68E
1856/03/01,25.133000000000003,1.612,Bombay,India,18.48N,72.68E
1856/04/01,26.886,1.233,Bombay,India,18.48N,72.68E
1856/05/01,28.119,1.436,Bombay,India,18.48N,72.68E
1856/06/01,28.094,1.497,Bombay,India,18.48N,72.68E
1856/07/01,26.587,1.172,Bombay,India,18.48N,72.68E
1856/08/01,25.229,1.793,Bombay,India,18.48N,72.68E
1856/09/01,26.075,1.332,Bombay,India,18.48N,72.68E
1856/10/01,26.563000000000002,1.244,Bombay,India,18.48N,72.68E
1856/11/01,26.6,1.364,Bombay,India,18.48N,72.68E
1856/12/01,25.096999999999998,1.561,Bombay,India,18.48N,72.68E
1857/01/01,23.313,1.422,Bombay,India,18.48N,72.68E
1857/02/01,22.976,1.865,Bombay,India,18.48N,72.68E
1857/03/01,24.691999999999997,1.362,Bombay,India,18.48N,72.68E
1857/04/01,26.205,1.273,Bombay,India,18.48N,72.68E
1857/05/01,27.726999999999997,1.008,Bombay,India,18.48N,72.68E
1857/06/01,27.081000000000003,1.49,Bombay,India,18.48N,72.68E
1857/07/01,26.384,1.36,Bombay,India,18.48N,72.68E
1857/08/01,25.995,1.036,Bombay,India,18.48N,72.68E
1857/09/01,26.25,0.975,Bombay,India,18.48N,72.68E
1857/10/01,26.316,1.651,Bombay,India,18.48N,72.68E
1857/11/01,26.432,1.668,Bombay,India,18.48N,72.68E
1857/12/01,25.039,1.589,Bombay,India,18.48N,72.68E
1858/01/01,24.245,1.911,Bombay,India,18.48N,72.68E
1858/02/01,23.649,1.369,Bombay,India,18.48N,72.68E
1858/03/01,25.36,1.544,Bombay,India,18.48N,72.68E
1858/04/01,27.726000000000006,1.591,Bombay,India,18.48N,72.68E
1858/05/01,28.432,1.408,Bombay,India,18.48N,72.68E
1858/06/01,27.873,1.382,Bombay,India,18.48N,72.68E
1858/07/01,26.513,1.2819999999999998,Bombay,India,18.48N,72.68E
1858/08/01,26.116,1.17,Bombay,India,18.48N,72.68E
1858/09/01,26.388,1.126,Bombay,India,18.48N,72.68E
1858/10/01,27.271,1.425,Bombay,India,18.48N,72.68E
1858/11/01,27.471,1.643,Bombay,India,18.48N,72.68E
1858/12/01,24.837,1.567,Bombay,India,18.48N,72.68E
1859/01/01,23.980999999999998,1.45,Bombay,India,18.48N,72.68E
1859/02/01,23.862,1.44,Bombay,India,18.48N,72.68E
1859/03/01,25.64,1.601,Bombay,India,18.48N,72.68E
1859/04/01,27.715,1.65,Bombay,India,18.48N,72.68E
1859/05/01,28.951,1.216,Bombay,India,18.48N,72.68E
1859/06/01,28.188,1.3869999999999998,Bombay,India,18.48N,72.68E
1859/07/01,26.61,1.222,Bombay,India,18.48N,72.68E
1859/08/01,25.944000000000003,1.128,Bombay,India,18.48N,72.68E
1859/09/01,26.231,1.103,Bombay,India,18.48N,72.68E
1859/10/01,27.31,1.412,Bombay,India,18.48N,72.68E
1859/11/01,27.04,1.733,Bombay,India,18.48N,72.68E
1859/12/01,25.269000000000002,1.692,Bombay,India,18.48N,72.68E
1860/01/01,23.596,1.443,Bombay,India,18.48N,72.68E
1860/02/01,23.498,1.45,Bombay,India,18.48N,72.68E
1860/03/01,24.249000000000002,1.858,Bombay,India,18.48N,72.68E
1860/04/01,27.186999999999998,1.408,Bombay,India,18.48N,72.68E
1860/05/01,28.601000000000006,1.161,Bombay,India,18.48N,72.68E
1860/06/01,28.305,1.289,Bombay,India,18.48N,72.68E
1860/07/01,27.061999999999998,1.161,Bombay,India,18.48N,72.68E
1860/08/01,26.562,1.23,Bombay,India,18.48N,72.68E
1860/09/01,27.051,1.225,Bombay,India,18.48N,72.68E
1860/10/01,27.303,1.318,Bombay,India,18.48N,72.68E
1860/11/01,26.666999999999998,1.459,Bombay,India,18.48N,72.68E
1860/12/01,23.946,1.474,Bombay,India,18.48N,72.68E
1861/01/01,22.551,1.6880000000000002,Bombay,India,18.48N,72.68E
1861/02/01,23.159000000000002,1.383,Bombay,India,18.48N,72.68E
1861/03/01,25.083000000000002,1.504,Bombay,India,18.48N,72.68E
1861/04/01,26.978,1.493,Bombay,India,18.48N,72.68E
1861/05/01,28.291999999999998,1.213,Bombay,India,18.48N,72.68E
1861/06/01,27.979000000000006,1.664,Bombay,India,18.48N,72.68E
1861/07/01,26.73,1.4269999999999998,Bombay,India,18.48N,72.68E
1861/08/01,26.227,1.233,Bombay,India,18.48N,72.68E
1861/09/01,26.491999999999997,1.111,Bombay,India,18.48N,72.68E
1861/10/01,27.026,1.29,Bombay,India,18.48N,72.68E
1861/11/01,27.058000000000003,1.712,Bombay,India,18.48N,72.68E
1861/12/01,24.968000000000004,1.743,Bombay,India,18.48N,72.68E
1862/01/01,22.767,1.5630000000000002,Bombay,India,18.48N,72.68E
1862/02/01,22.573,1.492,Bombay,India,18.48N,72.68E
1862/03/01,24.801,1.4580000000000002,Bombay,India,18.48N,72.68E
1862/04/01,,,Bombay,India,18.48N,72.68E
1862/05/01,,,Bombay,India,18.48N,72.68E
1862/06/01,,,Bombay,India,18.48N,72.68E
1862/07/01,,,Bombay,India,18.48N,72.68E
1862/08/01,,,Bombay,India,18.48N,72.68E
1862/09/01,,,Bombay,India,18.48N,72.68E
1862/10/01,,,Bombay,India,18.48N,72.68E
1862/11/01,,,Bombay,India,18.48N,72.68E
1862/12/01,,,Bombay,India,18.48N,72.68E
1863/01/01,,,Bombay,India,18.48N,72.68E
1863/02/01,,,Bombay,India,18.48N,72.68E
1863/03/01,,,Bombay,India,18.48N,72.68E
1863/04/01,,,Bombay,India,18.48N,72.68E
1863/05/01,,,Bombay,India,18.48N,72.68E
1863/06/01,,,Bombay,India,18.48N,72.68E
1863/07/01,,,Bombay,India,18.48N,72.68E
1863/08/01,,,Bombay,India,18.48N,72.68E
1863/09/01,,,Bombay,India,18.48N,72.68E
1863/10/01,,,Bombay,India,18.48N,72.68E
1863/11/01,,,Bombay,India,18.48N,72.68E
1863/12/01,,,Bombay,India,18.48N,72.68E
1864/01/01,,,Bombay,India,18.48N,72.68E
1864/02/01,,,Bombay,India,18.48N,72.68E
1864/03/01,,,Bombay,India,18.48N,72.68E
1864/04/01,,,Bombay,India,18.48N,72.68E
1864/05/01,,,Bombay,India,18.48N,72.68E
1864/06/01,,,Bombay,India,18.48N,72.68E
1864/07/01,,,Bombay,India,18.48N,72.68E
1864/08/01,,,Bombay,India,18.48N,72.68E
1864/09/01,,,Bombay,India,18.48N,72.68E
1864/10/01,,,Bombay,India,18.48N,72.68E
1864/11/01,,,Bombay,India,18.48N,72.68E
1864/12/01,,,Bombay,India,18.48N,72.68E
1865/01/01,24.824,1.429,Bombay,India,18.48N,72.68E
1865/02/01,23.921999999999997,2.245,Bombay,India,18.48N,72.68E
1865/03/01,24.72,1.5590000000000002,Bombay,India,18.48N,72.68E
1865/04/01,26.955,1.616,Bombay,India,18.48N,72.68E
1865/05/01,28.432,1.578,Bombay,India,18.48N,72.68E
1865/06/01,28.715999999999998,1.3090000000000002,Bombay,India,18.48N,72.68E
1865/07/01,27.123,1.207,Bombay,India,18.48N,72.68E
1865/08/01,26.569000000000003,1.222,Bombay,India,18.48N,72.68E
1865/09/01,27.322,1.115,Bombay,India,18.48N,72.68E
1865/10/01,27.609,1.3130000000000002,Bombay,India,18.48N,72.68E
1865/11/01,27.64,1.513,Bombay,India,18.48N,72.68E
1865/12/01,25.296999999999997,1.53,Bombay,India,18.48N,72.68E
1866/01/01,24.494,1.503,Bombay,India,18.48N,72.68E
1866/02/01,23.555999999999997,1.528,Bombay,India,18.48N,72.68E
1866/03/01,25.235,1.492,Bombay,India,18.48N,72.68E
1866/04/01,27.519,1.433,Bombay,India,18.48N,72.68E
1866/05/01,29.065,1.331,Bombay,India,18.48N,72.68E
1866/06/01,28.191000000000006,1.268,Bombay,India,18.48N,72.68E
1866/07/01,27.261,1.381,Bombay,India,18.48N,72.68E
1866/08/01,26.302,1.239,Bombay,India,18.48N,72.68E
1866/09/01,26.944000000000003,1.249,Bombay,India,18.48N,72.68E
1866/10/01,27.208000000000002,1.283,Bombay,India,18.48N,72.68E
1866/11/01,27.212,1.492,Bombay,India,18.48N,72.68E
